   0.0000000e+00   0.0000000e+00
   6.0200000e-04   3.1650000e-03
   2.4080000e-03   6.3060000e-03
   5.4120000e-03   9.4160000e-03
   9.6070000e-03   1.2480000e-02
   1.4984000e-02   1.5489000e-02
   2.1530000e-02   1.8441000e-02
   2.9228000e-02   2.1348000e-02
   3.8060000e-02   2.4219000e-02
   4.8005000e-02   2.7062000e-02
   5.9039000e-02   2.9874000e-02
   7.1136000e-02   3.2644000e-02
   8.4265000e-02   3.5360000e-02
   9.8396000e-02   3.8011000e-02
   1.1349500e-01   4.0585000e-02
   1.2952400e-01   4.3071000e-02
   1.4644700e-01   4.5457000e-02
   1.6422100e-01   4.7729000e-02
   1.8280300e-01   4.9874000e-02
   2.0215000e-01   5.1885000e-02
   2.2221500e-01   5.3753000e-02
   2.4294900e-01   5.5470000e-02
   2.6430200e-01   5.7026000e-02
   2.8622200e-01   5.8414000e-02
   3.0865800e-01   5.9629000e-02
   3.3155500e-01   6.0660000e-02
   3.5485800e-01   6.1497000e-02
   3.7851000e-01   6.2133000e-02
   4.0245500e-01   6.2562000e-02
   4.2663500e-01   6.2779000e-02
   4.5099100e-01   6.2774000e-02
   4.7546600e-01   6.2530000e-02
   5.0000000e-01   6.2029000e-02
   5.2453400e-01   6.1254000e-02
   5.4900900e-01   6.0194000e-02
   5.7336500e-01   5.8845000e-02
   5.9754500e-01   5.7218000e-02
   6.2149000e-01   5.5344000e-02
   6.4514200e-01   5.3258000e-02
   6.6844500e-01   5.0993000e-02
   6.9134200e-01   4.8575000e-02
   7.1377800e-01   4.6029000e-02
   7.3569800e-01   4.3377000e-02
   7.5705100e-01   4.0641000e-02
   7.7778500e-01   3.7847000e-02
   7.9785000e-01   3.5017000e-02
   8.1719700e-01   3.2176000e-02
   8.3577900e-01   2.9347000e-02
   8.5355300e-01   2.6554000e-02
   8.7047600e-01   2.3817000e-02
   8.8650500e-01   2.1153000e-02
   9.0160400e-01   1.8580000e-02
   9.1573500e-01   1.6113000e-02
   9.2886400e-01   1.3769000e-02
   9.4096100e-01   1.1562000e-02
   9.5199500e-01   9.5080000e-03
   9.6194000e-01   7.6220000e-03
   9.7077200e-01   5.9150000e-03
   9.7847000e-01   4.4010000e-03
   9.8501600e-01   3.0920000e-03
   9.9039300e-01   2.0010000e-03
   9.9458800e-01   1.1370000e-03
   9.9759200e-01   5.1000000e-04
   9.9939800e-01   1.2800000e-04
   1.0000000e+00   0.0000000e+00
   1.0000000e+00   0.0000000e+00
   9.9939800e-01   3.5000000e-05
   9.9759200e-01   1.3700000e-04
   9.9458800e-01   2.9600000e-04
   9.9039300e-01   4.9700000e-04
   9.8501600e-01   7.1900000e-04
   9.7847000e-01   9.3500000e-04
   9.7077200e-01   1.1120000e-03
   9.6194000e-01   1.2120000e-03
   9.5199500e-01   1.1970000e-03
   9.4096100e-01   1.0330000e-03
   9.2886400e-01   6.9400000e-04
   9.1573500e-01   1.5700000e-04
   9.0160400e-01  -6.0000000e-04
   8.8650500e-01  -1.5920000e-03
   8.7047600e-01  -2.8290000e-03
   8.5355300e-01  -4.3140000e-03
   8.3577900e-01  -6.0480000e-03
   8.1719700e-01  -8.0270000e-03
   7.9785000e-01  -1.0244000e-02
   7.7778500e-01  -1.2690000e-02
   7.5705100e-01  -1.5357000e-02
   7.3569800e-01  -1.8232000e-02
   7.1377800e-01  -2.1289000e-02
   6.9134200e-01  -2.4495000e-02
   6.6844500e-01  -2.7814000e-02
   6.4514200e-01  -3.1207000e-02
   6.2149000e-01  -3.4631000e-02
   5.9754500e-01  -3.8043000e-02
   5.7336500e-01  -4.1397000e-02
   5.4900900e-01  -4.4642000e-02
   5.2453400e-01  -4.7719000e-02
   5.0000000e-01  -5.0563000e-02
   4.7546600e-01  -5.3099000e-02
   4.5099100e-01  -5.5257000e-02
   4.2663500e-01  -5.6979000e-02
   4.0245500e-01  -5.8224000e-02
   3.7851000e-01  -5.8974000e-02
   3.5485800e-01  -5.9236000e-02
   3.3155500e-01  -5.9046000e-02
   3.0865800e-01  -5.8459000e-02
   2.8622200e-01  -5.7547000e-02
   2.6430200e-01  -5.6376000e-02
   2.4294900e-01  -5.4994000e-02
   2.2221500e-01  -5.3427000e-02
   2.0215000e-01  -5.1694000e-02
   1.8280300e-01  -4.9805000e-02
   1.6422100e-01  -4.7773000e-02
   1.4644700e-01  -4.5610000e-02
   1.2952400e-01  -4.3326000e-02
   1.1349500e-01  -4.0929000e-02
   9.8396000e-02  -3.8431000e-02
   8.4265000e-02  -3.5843000e-02
   7.1136000e-02  -3.3170000e-02
   5.9039000e-02  -3.0416000e-02
   4.8005000e-02  -2.7586000e-02
   3.8060000e-02  -2.4685000e-02
   2.9228000e-02  -2.1722000e-02
   2.1530000e-02  -1.8707000e-02
   1.4984000e-02  -1.5649000e-02
   9.6070000e-03  -1.2559000e-02
   5.4120000e-03  -9.4430000e-03
   2.4080000e-03  -6.3080000e-03
   6.0200000e-04  -3.1600000e-03
   0.0000000e+00   0.0000000e+00
