NACA 6716
   0.9902989     -0.1389536    
   0.9811851     -0.1299581    
   0.9677341     -0.1197544    
   0.9518031     -0.1081314    
   0.9335464     -0.9543389E-01
   0.9134363     -0.8220391E-01
   0.8920266     -0.6897368E-01
   0.8697590     -0.5612998E-01
   0.8469144     -0.4390587E-01
   0.8236459     -0.3242775E-01
   0.8000181     -0.2175879E-01
   0.7760244     -0.1192416E-01
   0.7515709     -0.2920455E-02
   0.7264028      0.5288352E-02
   0.6998806      0.1283628E-01
   0.6716672      0.2029666E-01
   0.6425295      0.2760228E-01
   0.6129508      0.3459635E-01
   0.5831874      0.4119426E-01
   0.5533717      0.4734815E-01
   0.5235766      0.5302618E-01
   0.4938493      0.5820254E-01
   0.4642266      0.6285322E-01
   0.4347428      0.6695412E-01
   0.4054333      0.7048039E-01
   0.3763375      0.7340626E-01
   0.3475013      0.7570507E-01
   0.3189808      0.7734972E-01
   0.2908473      0.7831341E-01
   0.2631947      0.7857123E-01
   0.2361515      0.7810325E-01
   0.2098944      0.7690006E-01
   0.1846638      0.7497191E-01
   0.1607677      0.7236116E-01
   0.1385584      0.6915389E-01
   0.1183674      0.6548130E-01
   0.1004149      0.6150245E-01
   0.8474682E-01  0.5737237E-01
   0.7123956E-01  0.5321346E-01
   0.5966118E-01  0.4910420E-01
   0.4974081E-01  0.4508343E-01
   0.4121873E-01  0.4116205E-01
   0.3386990E-01  0.3733389E-01
   0.2751017E-01  0.3358327E-01
   0.2199509E-01  0.2989045E-01
   0.1721497E-01  0.2623463E-01
   0.1308949E-01  0.2259593E-01
   0.9562915E-02  0.1895727E-01
   0.6600107E-02  0.1530666E-01
   0.4181832E-02  0.1164002E-01
   0.2299003E-02  0.7964395E-02
   0.9447962E-03  0.4300927E-02
   0.1051353E-03  0.6875682E-03
  -0.2520481E-03 -0.2924457E-02
  -0.9548270E-04 -0.6685048E-02
   0.6526526E-03 -0.1052551E-01
   0.2036678E-02 -0.1437646E-01
   0.4066151E-02 -0.1817751E-01
   0.6730511E-02 -0.2189194E-01
   0.1001888E-01 -0.2550821E-01
   0.1393552E-01 -0.2903367E-01
   0.1850848E-01 -0.3248687E-01
   0.2379473E-01 -0.3589187E-01
   0.2988389E-01 -0.3927453E-01
   0.3690435E-01 -0.4266093E-01
   0.4503449E-01 -0.4607717E-01
   0.5450703E-01 -0.4954489E-01
   0.6560722E-01 -0.5307541E-01
   0.7867525E-01 -0.5666668E-01
   0.9407428E-01 -0.6029319E-01
   0.1121091     -0.6389455E-01
   0.1329186     -0.6737523E-01
   0.1563903     -0.7062150E-01
   0.1821794     -0.7353345E-01
   0.2098308     -0.7605144E-01
   0.2389100     -0.7816144E-01
   0.2690711     -0.7988363E-01
   0.3000639     -0.8125758E-01
   0.3317133     -0.8233097E-01
   0.3638958     -0.8315313E-01
   0.3965210     -0.8377181E-01
   0.4295185     -0.8423169E-01
   0.4628289     -0.8457379E-01
   0.4963941     -0.8483524E-01
   0.5301430     -0.8504915E-01
   0.5639622     -0.8524435E-01
   0.5976574     -0.8544489E-01
   0.6309776     -0.8566941E-01
   0.6635084     -0.8592930E-01
   0.6944696     -0.8622394E-01
   0.7232514     -0.8698137E-01
   0.7508716     -0.8859447E-01
   0.7778994     -0.9102751E-01
   0.8045388     -0.9426437E-01
   0.8308232     -0.9828440E-01
   0.8566579     -0.1030441    
   0.8817991     -0.1084526    
   0.9058102     -0.1143387    
   0.9280690     -0.1204278    
   0.9479278     -0.1263765    
   0.9649960     -0.1318798    
   0.9793050     -0.1367989    
   0.9902989     -0.1389536    
