NACA 0006
   0.9848078     -0.1736482    
   0.9764634     -0.1709348    
   0.9596936     -0.1667620    
   0.9390177     -0.1616689    
   0.9180892     -0.1565507    
   0.8971440     -0.1514645    
   0.8761891     -0.1464110    
   0.8552250     -0.1413891    
   0.8342524     -0.1363983    
   0.8132718     -0.1314380    
   0.7922835     -0.1265078    
   0.7712879     -0.1216075    
   0.7502855     -0.1167372    
   0.7292764     -0.1118971    
   0.7082610     -0.1070876    
   0.6872395     -0.1023093    
   0.6662121     -0.9756307E-01
   0.6451790     -0.9284993E-01
   0.6241403     -0.8817116E-01
   0.6030962     -0.8352826E-01
   0.5820466     -0.7892297E-01
   0.5609916     -0.7435730E-01
   0.5399314     -0.6983353E-01
   0.5188658     -0.6535421E-01
   0.4977948     -0.6092222E-01
   0.4767185     -0.5654074E-01
   0.4556368     -0.5221333E-01
   0.4345497     -0.4794394E-01
   0.4134571     -0.4373694E-01
   0.3923592     -0.3959719E-01
   0.3712559     -0.3553010E-01
   0.3501474     -0.3154169E-01
   0.3290340     -0.2763871E-01
   0.3079160     -0.2382880E-01
   0.2867941     -0.2012059E-01
   0.2656693     -0.1652398E-01
   0.2445428     -0.1305046E-01
   0.2234168     -0.9713528E-02
   0.2022943     -0.6529306E-02
   0.1811800     -0.3517488E-02
   0.1600810     -0.7027313E-03
   0.1390089      0.1883097E-02
   0.1179826      0.4197180E-02
   0.9703642E-01  0.6179079E-02
   0.7623722E-01  0.7738005E-02
   0.5573720E-01  0.8726441E-02
   0.3600932E-01  0.8886008E-02
   0.1918481E-01  0.7885010E-02
   0.9062672E-02  0.6113777E-02
   0.3923313E-02  0.4244479E-02
   0.1147344E-02  0.2233148E-02
    0.000000       0.000000    
   0.3143690E-03 -0.2490887E-02
   0.2235011E-02 -0.5330358E-02
   0.6425091E-02 -0.8844688E-02
   0.1533099E-01 -0.1397108E-01
   0.3079850E-01 -0.2066603E-01
   0.4939122E-01 -0.2726342E-01
   0.6899300E-01 -0.3334601E-01
   0.8907103E-01 -0.3899484E-01
   0.1094319     -0.4429648E-01
   0.1299815     -0.4931336E-01
   0.1506673     -0.5409059E-01
   0.1714566     -0.5866186E-01
   0.1923276     -0.6305319E-01
   0.2132653     -0.6728531E-01
   0.2342586     -0.7137514E-01
   0.2552990     -0.7533678E-01
   0.2763800     -0.7918220E-01
   0.2974963     -0.8292173E-01
   0.3186438     -0.8656435E-01
   0.3398188     -0.9011797E-01
   0.3610184     -0.9358962E-01
   0.3822400     -0.9698555E-01
   0.4034815     -0.1003114    
   0.4247409     -0.1035722    
   0.4460165     -0.1067725    
   0.4673069     -0.1099164    
   0.4886107     -0.1130077    
   0.5099268     -0.1160497    
   0.5312540     -0.1190454    
   0.5525914     -0.1219974    
   0.5739381     -0.1249083    
   0.5952934     -0.1277801    
   0.6166564     -0.1306148    
   0.6380265     -0.1334138    
   0.6594032     -0.1361787    
   0.6807857     -0.1389105    
   0.7021737     -0.1416101    
   0.7235667     -0.1442784    
   0.7449642     -0.1469157    
   0.7663658     -0.1495224    
   0.7877712     -0.1520985    
   0.8091799     -0.1546440    
   0.8305918     -0.1571586    
   0.8520066     -0.1596418    
   0.8734239     -0.1620930    
   0.8948436     -0.1645112    
   0.9162652     -0.1668955    
   0.9376821     -0.1692439    
   0.9588530     -0.1715295    
   0.9760386     -0.1733440    
   0.9848078     -0.1736482    
